date,team1,team1_score,team2,team2_score,Home_Team_ID,Away_Team_ID,HomeWin,month,FGA_avg1,FG_pct_avg1,FTA_avg1,FT_pct_avg1,TOV_avg1,TRB_avg1,ast_avg1,blk_avg1,fg3_pct_avg1,fg3a_avg1,score_avg1,stl_avg1,FGA_avg2,FG_pct_avg2,FTA_avg2,FT_pct_avg2,TOV_avg2,TRB_avg2,ast_avg2,blk_avg2,fg3_pct_avg2,fg3a_avg2,score_avg2,stl_avg2
2023-11-08,Portland,118,Sacramento,121,4,3,1,0,90.66666666666667,0.42133333333333334,28.0,0.7986666666666667,15.0,47.0,21.666666666666668,6.333333333333333,0.314,32.333333333333336,108.33333333333333,11.0,84.33333333333333,0.41133333333333333,20.666666666666668,0.69,12.0,41.666666666666664,22.0,4.0,0.3106666666666667,38.666666666666664,95.66666666666667,6.0
2023-11-09,Milwaukee,124,Indiana,126,1,11,1,0,86.0,0.4557500000000001,30.5,0.7925,11.5,38.5,22.0,5.5,0.38125000000000003,39.5,117.5,7.25,95.2,0.5112,19.0,0.7614,13.2,40.4,29.8,5.4,0.3902,38.4,127.0,8.2
2023-11-09,Atlanta,120,Orlando,119,16,22,0,0,95.66666666666667,0.4523333333333333,29.333333333333332,0.8473333333333334,15.333333333333334,56.0,27.0,4.0,0.31833333333333336,38.333333333333336,123.33333333333333,6.666666666666667,90.33333333333333,0.46166666666666667,24.333333333333332,0.79,17.333333333333332,44.0,27.666666666666668,7.333333333333333,0.33499999999999996,29.666666666666668,112.33333333333333,9.666666666666666
2023-11-10,Brooklyn,107,Boston,121,20,7,1,0,94.2,0.4452,14.8,0.734,10.6,44.6,25.0,5.4,0.3786,43.8,111.4,6.2,92.0,0.45825000000000005,27.0,0.8557499999999999,12.5,48.75,24.25,4.0,0.37625,41.5,122.75,7.5
2023-11-10,LA Clippers,126,Dallas,144,17,6,1,0,87.66666666666667,0.4546666666666666,18.666666666666668,0.835,16.666666666666668,42.666666666666664,21.666666666666668,4.0,0.326,34.0,105.0,10.0,84.8,0.4766,27.2,0.7346,13.4,39.0,25.4,5.2,0.38900000000000007,42.6,117.0,7.0
2023-11-10,Philadelphia,114,Detroit,106,13,26,0,0,92.0,0.48425,23.5,0.8572499999999998,14.5,49.5,25.5,5.75,0.34475,30.0,119.5,9.0,89.8,0.4678,17.6,0.8928,16.2,42.2,26.0,4.4,0.34859999999999997,29.8,110.0,6.6
2023-11-10,New Orleans,101,Houston,104,29,10,1,0,89.8,0.44860000000000005,24.4,0.8321999999999999,12.2,41.4,24.2,4.4,0.345,32.6,111.4,6.8,84.75,0.52625,22.25,0.734,12.25,46.75,29.25,3.25,0.45924999999999994,34.25,121.25,6.5
2023-11-10,Utah,127,Memphis,121,12,21,0,0,89.8,0.4664,20.4,0.806,20.4,47.2,28.0,5.8,0.3868,37.8,114.4,4.6,92.75,0.4375,21.5,0.72875,15.25,44.25,25.25,7.0,0.31200000000000006,39.5,109.0,9.0
2023-11-10,LA Lakers,122,Phoenix,119,24,23,0,0,85.0,0.47950000000000004,23.75,0.7665,14.25,40.75,23.25,7.5,0.29975,28.25,108.0,7.25,86.25,0.45499999999999996,28.25,0.8215,15.75,43.25,27.25,9.0,0.3835,34.0,114.25,7.75
2023-11-10,Oklahoma City,98,Sacramento,105,4,27,1,0,87.75,0.50625,27.0,0.9025000000000001,15.0,42.75,24.75,5.25,0.38799999999999996,31.5,124.75,6.5,85.5,0.42375,25.0,0.70175,14.25,43.75,24.5,4.5,0.30725,38.25,102.0,7.25
